video_id,creator_id,archetype,niche_category,publish_date,video_length_mins,views,retention_rate,ctr,rpm,revenue
77535,1640,Consistent Volume Builders,Personal Finance,2024-05-18,12.6,344,37.99,5.96,2.94,1.01
91649,1997,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-06,8.7,1761,24.01,4.85,2.89,5.09
103271,2057,Consistent Volume Builders,Entertainment,2024-05-25,8.4,267,46.69,5.1,1.67,0.45
58341,3589,Emerging Dabblers,Lifestyle,2024-06-04,3.6,96,22.53,5.84,1.29,0.12
103741,1635,Consistent Volume Builders,Health & Fitness Coaching,2024-06-10,15.6,550,27.64,2.91,2.24,1.23
81288,1918,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-03,14.3,715,34.55,6.28,1.65,1.18
20840,2177,Consistent Volume Builders,Travel,2024-06-22,6.6,149,22.55,3.97,2.76,0.41
77681,2444,Consistent Volume Builders,Travel,2024-05-24,21.0,643,22.6,7.08,2.69,1.73
7630,1874,Consistent Volume Builders,Food & Cooking,2024-06-24,1.4,422,31.54,7.54,1.99,0.84
16394,2478,Consistent Volume Builders,Entertainment,2024-06-01,8.7,694,23.82,5.68,3.5,2.43
109612,1496,Viral Spike Chasers,Travel,2024-04-04,7.8,5559,33.27,9.46,2.59,14.4
64620,907,High-Retention Niche Specialists,Education / Test Prep,2024-05-17,17.6,602,49.79,6.57,1.03,0.62
20052,1028,Viral Spike Chasers,Personal Finance,2024-06-16,14.8,1503,33.31,6.56,1.65,2.49
111454,242,Subscriber Giants,Lifestyle,2024-05-21,15.9,9913,37.53,6.18,4.41,43.74
92722,2682,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-15,5.8,512,30.35,5.28,1.63,0.83
20863,1813,Consistent Volume Builders,Travel,2024-04-26,10.1,293,31.76,5.27,1.92,0.56
29971,611,High-Retention Niche Specialists,Personal Finance,2024-05-12,10.8,2400,61.91,4.59,1.31,3.13
19333,2212,Consistent Volume Builders,Travel,2024-04-24,13.4,168,31.7,5.16,1.6,0.27
96424,2071,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-06,9.6,127,29.56,4.72,2.03,0.26
94368,2327,Consistent Volume Builders,Food & Cooking,2024-06-06,13.6,496,27.52,8.08,1.93,0.96
29582,1616,Consistent Volume Builders,Food & Cooking,2024-05-20,5.3,1621,41.77,6.03,2.18,3.53
28990,2019,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-12,4.5,187,24.92,3.83,2.52,0.47
11651,239,Subscriber Giants,Gaming,2024-05-02,16.9,6067,41.31,5.57,4.61,27.98
73587,1388,Viral Spike Chasers,Travel,2024-06-15,7.7,2817,20.92,9.87,1.69,4.77
102978,2102,Consistent Volume Builders,Lifestyle,2024-06-14,16.7,588,35.49,3.14,3.47,2.04
39016,2365,Consistent Volume Builders,Lifestyle,2024-06-29,16.7,933,23.97,5.18,2.13,1.99
24102,1905,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-26,10.5,285,25.01,5.16,2.3,0.66
18559,1728,Consistent Volume Builders,Lifestyle,2024-06-02,12.5,130,27.53,5.44,1.78,0.23
53469,1126,Viral Spike Chasers,Education / Test Prep,2024-04-05,3.3,3000,29.04,9.42,1.97,5.91
70718,3391,Emerging Dabblers,Gaming,2024-05-24,45.9,10,20.15,4.8,2.45,0.02
106431,1480,Viral Spike Chasers,Lifestyle,2024-04-24,9.7,3800,20.61,8.41,2.88,10.94
64905,2463,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-25,8.1,203,32.61,3.84,2.7,0.55
66857,2670,Consistent Volume Builders,Travel,2024-06-06,17.2,252,27.12,5.86,2.5,0.63
99472,2560,Consistent Volume Builders,Education / Test Prep,2024-06-21,3.8,771,32.72,7.23,2.56,1.98
44078,1867,Consistent Volume Builders,Gaming,2024-04-03,16.1,111,37.29,4.15,2.34,0.26
91830,895,High-Retention Niche Specialists,Education / Test Prep,2024-05-24,18.5,230,38.13,3.09,1.21,0.28
44374,2655,Consistent Volume Builders,Personal Finance,2024-04-13,4.4,135,31.52,5.28,2.4,0.32
22500,1808,Consistent Volume Builders,Gaming,2024-05-19,8.5,1087,34.71,3.32,2.41,2.62
4430,2794,Emerging Dabblers,Personal Finance,2024-06-27,17.2,10,19.5,0.66,2.0,0.02
46518,2638,Consistent Volume Builders,Travel,2024-05-30,10.8,439,41.08,4.56,3.6,1.58
55419,2656,Consistent Volume Builders,Gaming,2024-05-02,11.2,916,28.66,3.71,4.26,3.9
89591,2498,Consistent Volume Builders,Travel,2024-06-09,10.3,114,30.68,3.88,3.2,0.37
54864,2023,Consistent Volume Builders,Food & Cooking,2024-04-27,8.9,41,21.57,5.05,2.16,0.09
71611,2532,Consistent Volume Builders,Lifestyle,2024-05-14,8.3,907,27.64,4.16,3.76,3.41
28173,1951,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-11,6.2,208,26.09,5.57,1.76,0.37
18781,2726,Consistent Volume Builders,Food & Cooking,2024-06-02,13.2,224,29.3,3.54,2.29,0.51
49090,50,Subscriber Giants,Entertainment,2024-05-19,9.7,22805,24.94,6.12,4.8,109.5
10546,765,High-Retention Niche Specialists,Education / Test Prep,2024-05-09,13.4,1736,46.62,3.85,1.3,2.25
96620,2480,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-07,3.9,2160,35.08,4.05,2.77,5.99
48079,1101,Viral Spike Chasers,Travel,2024-04-01,0.7,421,22.19,11.93,2.68,1.13
97121,154,Subscriber Giants,DIY & Craft Tutorials,2024-04-26,4.9,4120,45.67,4.74,3.11,12.8
48018,2322,Consistent Volume Builders,Food & Cooking,2024-05-20,19.0,65,27.85,3.83,2.2,0.14
69407,2034,Consistent Volume Builders,Personal Finance,2024-06-07,10.5,954,31.51,6.7,3.86,3.68
88470,3478,Emerging Dabblers,Education / Test Prep,2024-04-07,16.6,139,29.0,3.34,1.59,0.22
99323,972,High-Retention Niche Specialists,Personal Finance,2024-05-15,23.5,679,62.93,6.63,1.09,0.74
92427,500,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-05-19,20.38,459,67.41,5.35,1.28,0.59
77032,1855,Consistent Volume Builders,Gaming,2024-04-21,12.7,490,30.99,4.38,2.3,1.13
20590,2277,Consistent Volume Builders,Travel,2024-06-14,6.1,182,46.09,5.13,3.11,0.57
12337,1581,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-07,11.8,138,39.19,3.72,3.72,0.51
64426,2417,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-06,12.6,222,36.8,5.12,3.16,0.7
57994,2589,Consistent Volume Builders,Food & Cooking,2024-04-22,8.5,202,31.62,3.92,3.86,0.78
82026,2552,Consistent Volume Builders,Travel,2024-05-09,11.3,2738,30.12,7.96,3.08,8.45
20260,924,High-Retention Niche Specialists,Gaming,2024-04-03,25.4,1281,50.01,5.76,1.16,1.49
107378,2730,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-16,14.1,1448,36.23,5.76,3.77,5.46
45884,2104,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-29,15.4,184,38.23,4.1,2.57,0.47
97050,997,Viral Spike Chasers,Travel,2024-04-03,11.1,2461,27.3,7.64,2.5,6.16
39896,1628,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-07,11.8,776,38.67,5.54,2.09,1.62
47356,3320,Emerging Dabblers,Lifestyle,2024-05-20,7.8,78,18.09,1.98,2.37,0.18
52358,942,High-Retention Niche Specialists,Education / Test Prep,2024-05-05,20.4,3258,57.73,4.41,1.13,3.67
32710,757,High-Retention Niche Specialists,Personal Finance,2024-04-22,22.7,5796,61.85,8.1,0.39,2.25
2709,2516,Consistent Volume Builders,Health & Fitness Coaching,2024-05-31,9.0,1058,32.45,6.38,2.7,2.86
52532,867,High-Retention Niche Specialists,Education / Test Prep,2024-06-06,18.9,344,48.76,5.69,1.51,0.52
87154,542,High-Retention Niche Specialists,Personal Finance,2024-04-09,20.8,441,68.68,5.15,0.62,0.27
9012,2587,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-04,12.9,332,47.35,4.35,2.59,0.86
58340,3589,Emerging Dabblers,Lifestyle,2024-05-15,2.5,71,22.7,5.46,1.69,0.12
106311,664,High-Retention Niche Specialists,DIY & Craft Tutorials,2024-05-12,18.2,970,57.85,4.08,2.03,1.97
14358,2628,Consistent Volume Builders,Travel,2024-04-22,12.4,265,23.74,4.84,2.98,0.79
52706,2203,Consistent Volume Builders,Education / Test Prep,2024-04-09,14.2,303,26.87,3.21,2.33,0.71
113064,331,High-Retention Niche Specialists,Personal Finance,2024-06-17,21.3,1724,60.36,5.8,1.04,1.8
96206,3738,Emerging Dabblers,Entertainment,2024-04-01,4.9,17,17.96,3.66,1.18,0.02
39610,2005,Consistent Volume Builders,Travel,2024-05-03,6.4,49,41.88,4.48,2.78,0.14
96216,2810,Emerging Dabblers,Entertainment,2024-06-24,28.9,15,17.77,4.29,1.24,0.02
56110,3672,Emerging Dabblers,Personal Finance,2024-04-30,9.4,36,20.19,4.4,2.59,0.09
66310,2581,Consistent Volume Builders,Travel,2024-05-03,8.6,471,45.25,4.45,1.02,0.48
93904,2493,Consistent Volume Builders,Travel,2024-04-03,6.4,135,24.91,3.91,2.05,0.28
11030,3847,Emerging Dabblers,Personal Finance,2024-04-15,6.8,15,16.64,4.92,0.81,0.01
97098,1680,Consistent Volume Builders,Lifestyle,2024-05-31,23.0,2584,27.37,6.44,2.55,6.6
5426,1179,Viral Spike Chasers,Tech Deep-Dive Reviews,2024-05-14,1.7,7375,20.12,11.06,1.63,12.04
93441,1210,Viral Spike Chasers,Health & Fitness Coaching,2024-06-03,0.5,4180,20.62,8.57,2.06,8.61
49388,1657,Consistent Volume Builders,Travel,2024-05-30,13.7,303,44.2,4.38,2.69,0.82
26775,3958,Emerging Dabblers,Travel,2024-05-01,19.9,10,22.12,4.51,1.97,0.02
13553,1406,Viral Spike Chasers,Entertainment,2024-05-18,15.5,5960,32.87,9.89,2.43,14.49
34645,1601,Consistent Volume Builders,Travel,2024-06-08,13.6,322,25.04,6.94,3.69,1.19
26127,1633,Consistent Volume Builders,Travel,2024-06-18,7.4,134,28.33,7.29,3.21,0.43
81331,1918,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-27,13.0,412,22.68,5.62,2.86,1.18
77908,11,Subscriber Giants,Gaming,2024-06-13,21.4,23396,41.26,6.85,3.39,79.3
17301,81,Subscriber Giants,Food & Cooking,2024-06-05,14.5,21833,44.93,12.07,3.39,74.06
19472,3610,Emerging Dabblers,Personal Finance,2024-06-14,10.4,30,21.66,2.4,1.56,0.05
112145,2748,Consistent Volume Builders,Lifestyle,2024-04-15,6.1,984,27.03,5.13,2.1,2.06
102897,1697,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-25,6.3,74,29.31,5.89,3.34,0.25
7796,1018,Viral Spike Chasers,Lifestyle,2024-05-12,8.4,3177,20.3,8.37,1.23,3.92
92811,1417,Viral Spike Chasers,Gaming,2024-06-07,6.9,3637,11.96,6.99,1.66,6.05
76601,2395,Consistent Volume Builders,Food & Cooking,2024-05-11,10.8,220,32.0,6.13,2.02,0.44
49740,1768,Consistent Volume Builders,Travel,2024-06-10,0.5,86,27.56,2.34,4.02,0.35
62316,214,Subscriber Giants,Travel,2024-04-10,11.0,14060,28.51,9.42,4.99,70.2
107790,2533,Consistent Volume Builders,Travel,2024-05-09,3.3,115,36.53,8.5,2.09,0.24
60072,1978,Consistent Volume Builders,Food & Cooking,2024-06-20,12.0,199,29.96,4.82,1.98,0.39
94927,676,High-Retention Niche Specialists,Education / Test Prep,2024-06-16,15.8,1484,52.4,4.05,1.69,2.51
66838,2670,Consistent Volume Builders,Travel,2024-05-19,16.6,99,27.57,6.72,2.39,0.24
27917,1949,Consistent Volume Builders,Travel,2024-06-20,2.9,495,28.19,5.66,2.93,1.45
62811,274,Subscriber Giants,Gaming,2024-05-24,4.6,14903,50.79,5.27,3.21,47.77
59066,2116,Consistent Volume Builders,Travel,2024-06-02,9.8,434,46.47,4.71,3.2,1.39
104862,1931,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-05-16,6.2,205,38.06,3.16,2.61,0.54
62231,1577,Consistent Volume Builders,Food & Cooking,2024-05-20,7.0,617,36.4,5.09,2.24,1.38
56665,3017,Emerging Dabblers,Tech Deep-Dive Reviews,2024-04-28,6.3,25,24.67,3.79,1.95,0.05
110954,1956,Consistent Volume Builders,Personal Finance,2024-05-22,11.5,1039,23.64,3.91,1.91,1.98
60074,1978,Consistent Volume Builders,Food & Cooking,2024-06-20,14.1,139,37.5,3.08,1.41,0.2
8747,27,Subscriber Giants,Personal Finance,2024-05-29,11.1,15367,35.96,7.13,4.2,64.49
79134,2602,Consistent Volume Builders,Health & Fitness Coaching,2024-06-25,11.2,430,40.09,4.79,2.99,1.28
45648,3366,Emerging Dabblers,Personal Finance,2024-04-01,9.7,17,22.66,3.04,0.88,0.01
93088,2540,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-04,13.3,413,34.76,4.22,1.42,0.59
55266,86,Subscriber Giants,Tech Deep-Dive Reviews,2024-05-08,8.1,16878,45.32,7.05,2.11,35.6
107737,2797,Emerging Dabblers,Personal Finance,2024-04-22,15.5,114,23.19,4.16,2.09,0.24
40734,2413,Consistent Volume Builders,Lifestyle,2024-05-11,7.6,655,43.77,5.82,2.96,1.94
93764,718,High-Retention Niche Specialists,Lifestyle,2024-05-03,23.8,968,52.23,2.63,1.01,0.98
72934,1623,Consistent Volume Builders,Lifestyle,2024-06-09,14.8,482,23.54,4.91,1.92,0.92
96552,2389,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-01,14.3,829,27.91,5.09,3.87,3.21
84380,919,High-Retention Niche Specialists,Food & Cooking,2024-06-24,18.4,321,37.8,5.64,0.97,0.31
34022,2620,Consistent Volume Builders,Travel,2024-05-20,10.8,1600,43.94,5.39,2.44,3.9
17543,1741,Consistent Volume Builders,Food & Cooking,2024-04-22,11.5,1716,35.9,2.96,2.56,4.39
90767,1550,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-10,18.18,354,29.48,4.78,2.03,0.72
110965,1956,Consistent Volume Builders,Personal Finance,2024-06-18,9.7,917,38.3,4.01,2.52,2.31
54490,801,High-Retention Niche Specialists,Food & Cooking,2024-06-05,18.3,586,46.61,4.99,1.64,0.96
100285,3833,Emerging Dabblers,Entertainment,2024-05-30,15.7,17,18.36,2.73,2.77,0.05
14203,1030,Viral Spike Chasers,Food & Cooking,2024-05-07,8.2,997,32.76,7.66,2.93,2.92
27085,1779,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-25,15.0,1717,33.53,4.34,2.17,3.72
14076,3284,Emerging Dabblers,Tech Deep-Dive Reviews,2024-04-30,0.5,148,16.12,4.53,1.06,0.16
38976,2365,Consistent Volume Builders,Lifestyle,2024-04-13,13.6,767,31.31,5.6,2.38,1.82
3381,2585,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-11,10.2,296,26.42,4.67,2.67,0.79
84619,2714,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-10,10.0,204,22.96,7.01,3.17,0.65
107965,96,Subscriber Giants,Gaming,2024-04-03,9.4,4206,38.14,4.59,4.59,19.32
100683,191,Subscriber Giants,Personal Finance,2024-05-04,9.7,20792,37.55,7.43,3.71,77.15
87517,2146,Consistent Volume Builders,Travel,2024-05-14,7.2,1176,38.2,4.77,2.96,3.48
106880,2039,Consistent Volume Builders,Lifestyle,2024-05-14,9.5,903,31.64,5.16,1.86,1.68
82917,3710,Emerging Dabblers,Education / Test Prep,2024-04-26,2.2,178,14.11,5.85,2.47,0.44
1046,2213,Consistent Volume Builders,Health & Fitness Coaching,2024-04-15,9.0,350,30.41,5.03,3.25,1.14
38850,1544,Consistent Volume Builders,Travel,2024-06-21,9.3,108,26.62,5.6,0.61,0.07
32486,2016,Consistent Volume Builders,Food & Cooking,2024-04-03,10.7,457,32.02,3.78,2.23,1.02
21373,1770,Consistent Volume Builders,Food & Cooking,2024-05-18,12.0,299,28.42,5.42,3.64,1.09
103413,2945,Emerging Dabblers,Food & Cooking,2024-05-21,7.1,220,21.35,5.0,1.65,0.36
93784,2503,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-25,7.1,998,29.01,5.56,1.85,1.85
100680,191,Subscriber Giants,Personal Finance,2024-05-01,6.7,25862,34.5,4.89,5.03,130.02
79326,1971,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-14,12.6,469,34.75,3.68,3.16,1.48
26176,2421,Consistent Volume Builders,Travel,2024-05-18,10.4,133,43.55,4.48,2.51,0.33
104007,1803,Consistent Volume Builders,Food & Cooking,2024-05-05,9.0,123,35.69,3.96,4.29,0.53
48791,1939,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-19,14.8,361,22.37,6.55,2.63,0.95
209,212,Subscriber Giants,Tech Deep-Dive Reviews,2024-06-22,17.1,9286,34.29,5.9,4.09,37.94
63569,2700,Consistent Volume Builders,Travel,2024-04-26,11.4,242,40.74,4.29,2.22,0.54
113037,1483,Viral Spike Chasers,Personal Finance,2024-05-05,4.0,467,10.72,12.61,1.74,0.81
75909,1087,Viral Spike Chasers,Lifestyle,2024-06-25,8.6,5208,22.55,11.87,1.77,9.22
109284,1797,Consistent Volume Builders,Gaming,2024-06-29,7.3,177,36.82,3.02,3.69,0.65
77617,2189,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-11,5.2,642,35.86,4.73,2.76,1.77
20450,1925,Consistent Volume Builders,Food & Cooking,2024-04-13,9.0,161,35.96,5.66,2.19,0.35
84444,1027,Viral Spike Chasers,Lifestyle,2024-05-16,12.1,2022,10.92,10.34,1.8,3.63
24513,579,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-04-28,19.3,1019,38.54,4.49,0.98,1.0
85222,2398,Consistent Volume Builders,Travel,2024-04-29,13.2,117,34.27,3.06,2.03,0.24
30169,2497,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-26,11.0,2045,31.06,5.85,3.69,7.55
70256,1195,Viral Spike Chasers,Gaming,2024-06-19,0.5,2152,20.22,8.45,1.37,2.95
20512,179,Subscriber Giants,Personal Finance,2024-06-06,15.4,24180,50.29,7.27,6.38,154.15
23836,2108,Consistent Volume Builders,Travel,2024-04-17,11.1,136,30.67,2.74,2.88,0.39
35060,1847,Consistent Volume Builders,Travel,2024-06-19,10.3,224,35.88,6.17,2.35,0.53
85430,2297,Consistent Volume Builders,Gaming,2024-04-09,9.1,149,41.54,1.74,4.1,0.61
29039,2019,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-26,5.7,480,26.4,5.55,3.02,1.45
87123,759,High-Retention Niche Specialists,Lifestyle,2024-04-02,19.5,122,45.3,4.18,1.35,0.16
25235,2485,Consistent Volume Builders,Food & Cooking,2024-06-12,4.2,92,30.37,3.94,2.36,0.22
38146,2692,Consistent Volume Builders,Travel,2024-06-02,12.6,414,21.61,4.75,1.51,0.63
83645,3002,Emerging Dabblers,Travel,2024-06-10,18.5,10,16.33,4.22,1.86,0.02
108367,2691,Consistent Volume Builders,Lifestyle,2024-04-26,11.9,280,28.03,7.26,2.07,0.58
20529,179,Subscriber Giants,Personal Finance,2024-06-29,19.1,17536,40.85,5.96,5.04,88.39
102851,628,High-Retention Niche Specialists,Education / Test Prep,2024-05-28,19.0,1613,40.97,2.78,1.01,1.63
10866,1729,Consistent Volume Builders,Travel,2024-05-13,12.3,204,28.24,4.23,2.0,0.41
43254,1539,Consistent Volume Builders,Gaming,2024-04-18,1.0,374,49.31,4.51,2.03,0.76
6051,2379,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-25,10.6,346,22.55,4.34,2.26,0.78
15125,2385,Consistent Volume Builders,Lifestyle,2024-05-02,9.4,56,38.99,4.32,2.24,0.13
55953,1208,Viral Spike Chasers,Gaming,2024-06-19,4.1,332,19.71,7.42,2.42,0.8
17885,1910,Consistent Volume Builders,Lifestyle,2024-06-03,10.1,73,34.87,5.2,3.69,0.27
56014,2472,Consistent Volume Builders,Food & Cooking,2024-06-24,5.8,224,31.67,4.85,2.19,0.49
52762,605,High-Retention Niche Specialists,Education / Test Prep,2024-05-11,20.1,3883,46.35,6.08,0.92,3.56
64721,2499,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-04,5.1,524,38.81,5.2,2.85,1.5
21215,2563,Consistent Volume Builders,Lifestyle,2024-06-14,13.9,61,26.46,4.9,2.54,0.15
65292,1350,Viral Spike Chasers,Tech Deep-Dive Reviews,2024-06-26,20.4,5256,23.96,9.89,1.78,9.38
30534,2020,Consistent Volume Builders,Health & Fitness Coaching,2024-05-19,18.9,113,22.32,3.6,3.31,0.37
70828,2606,Consistent Volume Builders,Lifestyle,2024-04-12,10.7,262,32.96,7.09,1.86,0.49
56966,2310,Consistent Volume Builders,Gaming,2024-04-02,2.9,170,32.61,5.46,1.33,0.23
38833,1544,Consistent Volume Builders,Travel,2024-05-05,9.3,184,27.4,4.93,0.59,0.11
107268,1598,Consistent Volume Builders,Lifestyle,2024-05-19,4.9,536,37.61,3.53,2.61,1.4
85952,1490,Viral Spike Chasers,Food & Cooking,2024-05-18,9.1,270,15.65,8.57,2.38,0.64
18412,1831,Consistent Volume Builders,Lifestyle,2024-06-13,8.8,639,41.54,4.61,2.55,1.63
88946,518,High-Retention Niche Specialists,DIY & Craft Tutorials,2024-05-07,10.5,2323,60.95,4.94,1.02,2.36
3474,1745,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-06-24,15.4,268,39.58,3.68,2.57,0.69
18317,2358,Consistent Volume Builders,Food & Cooking,2024-04-02,14.6,1541,34.05,2.9,1.8,2.78
96062,1783,Consistent Volume Builders,Lifestyle,2024-04-03,8.3,524,28.0,4.58,2.67,1.4
66593,2272,Consistent Volume Builders,Food & Cooking,2024-05-04,9.2,231,22.68,4.57,1.94,0.45
57054,2119,Consistent Volume Builders,Health & Fitness Coaching,2024-04-09,13.6,140,30.03,3.62,3.21,0.45
40609,1500,Viral Spike Chasers,Travel,2024-06-10,4.9,1608,19.02,6.89,1.36,2.18
91543,1532,Viral Spike Chasers,Entertainment,2024-06-06,10.5,9654,18.22,9.87,1.38,13.37
97675,117,Subscriber Giants,Entertainment,2024-05-26,12.1,40335,34.82,6.51,3.73,150.64
50129,2078,Consistent Volume Builders,Personal Finance,2024-06-08,11.2,1049,30.09,6.65,2.14,2.24
106697,1401,Viral Spike Chasers,Gaming,2024-05-02,13.3,3181,19.76,6.75,1.08,3.43
97588,1932,Consistent Volume Builders,Food & Cooking,2024-06-27,4.6,326,29.53,5.09,1.21,0.39
34857,2375,Consistent Volume Builders,Travel,2024-05-07,9.4,537,28.51,3.1,1.69,0.91
12368,1162,Viral Spike Chasers,Lifestyle,2024-06-13,6.6,1445,15.59,9.63,2.0,2.89
108430,1486,Viral Spike Chasers,Gaming,2024-04-18,7.2,309,22.49,8.86,1.8,0.56
8328,2586,Consistent Volume Builders,Lifestyle,2024-04-19,8.0,575,35.22,5.15,2.37,1.37
26967,260,Subscriber Giants,Food & Cooking,2024-05-06,13.0,4572,31.51,6.03,6.45,29.5
2192,2330,Consistent Volume Builders,Travel,2024-05-10,15.0,243,33.84,5.47,2.16,0.53
89853,1618,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-08,13.3,161,38.49,3.58,3.15,0.51
41209,2744,Consistent Volume Builders,Travel,2024-06-14,5.0,488,23.42,3.24,2.75,1.34
21645,562,High-Retention Niche Specialists,Personal Finance,2024-06-28,21.8,1468,40.37,5.54,1.52,2.22
1028,2457,Consistent Volume Builders,Travel,2024-06-26,10.6,326,34.03,3.25,2.31,0.75
90521,1032,Viral Spike Chasers,Health & Fitness Coaching,2024-04-21,13.4,795,19.88,13.69,2.71,2.16
92829,2218,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-18,11.3,309,33.55,2.87,2.26,0.7
18835,333,High-Retention Niche Specialists,Personal Finance,2024-04-23,23.9,1851,44.14,7.85,0.73,1.35
3859,1748,Consistent Volume Builders,Food & Cooking,2024-06-21,12.6,395,28.67,5.3,3.07,1.21
74754,1859,Consistent Volume Builders,Personal Finance,2024-06-29,10.8,324,32.25,3.3,1.82,0.59
25158,1136,Viral Spike Chasers,Gaming,2024-05-13,8.7,1224,22.56,8.03,3.01,3.68
89886,1582,Consistent Volume Builders,Food & Cooking,2024-04-10,12.2,580,29.77,5.35,2.54,1.47
12263,2701,Consistent Volume Builders,Food & Cooking,2024-04-20,13.2,1026,34.28,6.47,1.85,1.9
20167,1703,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-16,8.1,350,29.12,4.52,1.84,0.64
83664,1170,Viral Spike Chasers,Lifestyle,2024-06-18,4.4,1598,24.37,8.94,1.48,2.37
39059,1850,Consistent Volume Builders,Food & Cooking,2024-05-27,12.2,273,22.37,4.35,2.28,0.62
78111,130,Subscriber Giants,Gaming,2024-04-21,19.3,8457,35.81,8.36,3.16,26.76
75395,286,Subscriber Giants,Tech Deep-Dive Reviews,2024-04-22,9.2,3897,47.7,4.24,3.72,14.51
73759,3267,Emerging Dabblers,Education / Test Prep,2024-06-07,16.5,47,13.88,3.58,2.23,0.1
6440,1540,Consistent Volume Builders,Travel,2024-06-12,6.9,423,23.04,5.64,1.97,0.83
64239,1711,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-08,18.3,775,37.8,5.83,1.92,1.49
30022,344,High-Retention Niche Specialists,Lifestyle,2024-06-17,27.2,286,55.84,8.06,1.22,0.35
12373,1162,Viral Spike Chasers,Lifestyle,2024-06-23,3.4,9620,18.74,9.75,1.9,18.3
60687,2154,Consistent Volume Builders,Travel,2024-04-05,13.3,640,41.12,4.84,1.99,1.27
28694,3854,Emerging Dabblers,Personal Finance,2024-06-14,6.0,113,23.24,3.03,2.78,0.31
39390,2406,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-05,12.8,698,26.73,5.03,2.41,1.68
20289,1188,Viral Spike Chasers,Tech Deep-Dive Reviews,2024-06-05,10.7,1824,29.02,7.79,2.29,4.18
109392,1699,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-19,5.1,79,31.75,5.72,2.44,0.19
784,2465,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-01,9.6,2067,26.03,3.01,2.43,5.02
21642,562,High-Retention Niche Specialists,Personal Finance,2024-06-19,23.5,822,45.71,3.57,1.23,1.01
102867,1697,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-19,7.7,81,27.94,8.58,2.75,0.22
98328,5,Subscriber Giants,Personal Finance,2024-06-21,12.2,16426,50.5,5.59,5.11,83.91
77714,2350,Consistent Volume Builders,Food & Cooking,2024-04-17,12.1,1064,37.59,4.46,1.6,1.7
5447,3721,Emerging Dabblers,Health & Fitness Coaching,2024-05-12,0.5,924,11.69,3.17,0.88,0.81
33293,1715,Consistent Volume Builders,Personal Finance,2024-05-10,9.7,1500,35.49,6.24,2.21,3.31
68814,1326,Viral Spike Chasers,Entertainment,2024-04-25,17.2,915,13.97,10.83,1.35,1.23
40162,2475,Consistent Volume Builders,Lifestyle,2024-05-11,3.4,329,23.43,3.31,2.79,0.92
57470,2583,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-19,9.6,1607,38.34,5.76,2.1,3.37
76239,1880,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-23,6.5,65,42.44,4.76,3.38,0.22
107269,1598,Consistent Volume Builders,Lifestyle,2024-05-24,7.5,760,29.68,3.88,2.33,1.77
99123,1824,Consistent Volume Builders,Lifestyle,2024-05-30,11.3,396,29.0,6.2,1.85,0.73
65965,2576,Consistent Volume Builders,Health & Fitness Coaching,2024-05-15,17.7,590,34.2,7.48,2.03,1.2
