creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d
2517,Consistent Volume Builders,Fin,133081,3.7,33.78,5.13,14.5,17.2,2.07,2.13,18660,119.15
3931,Emerging Dabblers,Entertainment,761,2.0,16.03,5.38,2.0,15.0,5.51,,96,0.46
3674,Emerging Dabblers,Food & Cooking,1184,1.2,16.95,2.63,1.7,2.2,5.03,2.9,49,0.43
3213,Emerging Dabblers,Travel,1250,0.7,20.72,2.67,3.2,9.9,3.45,2.19,184,1.21
3408,Emerging Dabblers,Personal Finance,241,1.1,18.83,3.12,1.7,5.8,4.84,1.62,41,0.2
1857,Consistent Volume Builders,Lifestyle,32652,3.3,35.22,5.31,19.2,16.3,1.91,3.24,1592,15.47
3662, Emerging Dabblers ,  Travel  ,1284,1.7,18.67,,2.0,13.8,6.44,2.46,172,1.27
1056,Viral Spike Chasers,Food & Cooking,40000,3.6,17.72,10.36,6.9,5.5,5.2,2.21,5442,36.14
3624,new dabblers,education/testprep,397,0.2,13.98,3.54,3.0,14.2,7.27,1.99,38,0.23
3584,Emerging Dabblers,Personal Finance,132,0.2,,2.68,3.1,6.8,4.96,2.4,13,0.09
2438,Consistent Volume Builders,Travel,86404,4.5,30.39,5.91,20.1,9.8,2.22,1.66,3853,19.21
2996, Emerging Dabblers ,Health & Fitness Coaching,2073,0.2,17.71,,2.6,22.2,6.64,2.56,235,1.8
3661,Emerging Dabblers,Tech Deep-Dive Reviews,603,2.0,20.27,2.92,0.6,15.5,4.8,3.07,31,0.29
1108,Viral Spike Chasers,Food & Cooking,107535,2.1,19.0,9.97,10.2,8.8,7.3,1.47,20001,88.2
69,Subscriber Giants,  Food & Cooking  ,2590979,7.4,39.19,7.15,12.0,13.2,2.88,3.28,337090,3317.27
170,Subscriber Giants,  Gaming  ,"1,544,469",6.6,45.15,,14.1,18.0,2.54,4.83,118640,1718.39
1310, Viral Spike Chasers ,Health & Fitness Coaching,66016,3.2,26.4,8.17,5.4,8.2,2.05,2.17,7973,$51.94
605,High-Retention Niche Specialists,Education / Test Prep,73906,3.6,52.7,5.67,3.6,17.3,1.32,1.11,11819,39.37
23,subscriber giants,Entertainment,3195989,5.4,38.85,6.78,12.0,20.1,3.05,4.09,140229,1719.29
429,High-Retention Niche Specialists,Tech Deep-Dive Reviews,250000,3.2,48.42,5.86,7.3,17.0,1.57,1.8,38524,208.3
3430,Emerging Dabblers,Travel,8355,1.4,15.32,2.37,0.9,4.4,2.84,1.08,629,2.04
3671,Emerging Dabblers,Lifestyle,449,0.5,15.69,2.23,2.2,3.1,6.67,2.01,71,0.43
3995,Emerging Dabblers,Entertainment,469,0.6,18.84,3.04,2.3,1.0,5.28,2.73,45,0.37
1477,Viral Spike Chasers,  Gaming  ,222847,1.7,22.22,9.56,6.2/month,9.5,6.54,1.85,28766,159.48
1539,Consistent Volume Builders,Gaming,127782,3.8,36.87,4.3,21.9,1.1,1.1,2.4,21231,152.77
3534,Emerging Dabblers,  Entertainment  ,3375,0.2,14.81,2.56,3.5,9.5,6.77,1.01,313,0.95
2794,Emerging Dabblers,Personal Finance,280,1.4,17.9,0.88,2.0,14.3,3.03,1.72,32,0.16
1601,Consistent Volume Builders,Travel,"26,594",2.1,31.72,6.21,23.5/month,12.4,2.78,3.3,4764,$47.18
74,Subscriber Giants,Education / Test Prep,2105039,6.6,35.13,5.04,13.1/month,11.8,2.48,2.86,113128,969.86
207,subscriber giants,Entertainment,973111,2.7,42.74,6.54,6.0,19.9,1.28,2.58,41455,320.26
3382,Emerging Dabblers,Gaming,1696,0.6,22.76,3.65,0.7,23.6,8.33,1.79,255,1.37
3944, Emerging Dabblers ,  Gaming  ,2388,0.9,8.63,3.07,1.5,20.2,1.72,1.87,237,1.33
948,high-retention niche specialists,Education / Test Prep,168925,2.7,57.11,4.67,8.1,13.0,1.33,0.45,13042,17.8
732,High-Retention Niche Specialists,Health & Fitness Coaching,46300,3.1,53.22,6.46,6.9,18.1,0.2,,4414,17.1
468,High-Retention Niche Specialists,Lifestyle,0,3.5,53.04,5.75,7.1/month,16.4,1.0,1.15,28701,98.83
2991,Emerging Dabblers,Education / Test Prep,286,0.6,15.31,2.12,2.0,16.2,6.37,1.12,35,0.12
2619,Consistent Volume Builders,GAMING,67325,1.8,33.4,5.4,22.1,7.5,1.96,,11987,57.36
2668,Consistent Builders,Travel,91865,3.6,32.21,4.74,12.9,3.1,1.71,2.4,15794,113.82
1628,Consistent Volume Builders,DIY & Craft Tutorials,85328,2.0,33.65,5.22,17.0,11.5,1.71,1.95,15460,90.52
258,Subscriber Giants,Personal Finance,1273300,7.2,39.55,7.14,14.3,16.0,3.43,5.15,118646,1834.78
1403,Viral Spike Chasers,Lifestyle,151257,1.3,22.83,7.56,10.9,8.3,3.27,1.78,29128,155.95
3767,Emerging Dabblers,DIY & Craft Tutorials,2763,0.5,16.53,2.07,1.1,16.0,5.73,1.41,327,1.39
2504,Consistent Volume Builders,DIY & Craft Tutorials,39251,4.4,31.56,5.2,16.2,10.4,3.04,2.28,4096,28.01
3889, Emerging Dabblers ,Food & Cooking,1103,2.2,19.86,2.0,1.6,1.0,5.48,2.03,79,0.48
357,High-Retention Niche Specialists,Food & Cooking,91789,4.4,50.52,5.48,5.1,17.7,1.79,0.95,14290,40.76
3830,Emerging Dabblers,Travel,777,0.2,21.5,,1.7,10.1,9.75,2.28,90,0.62
35,Subscriber Giants,Tech Deep-Dive Reviews,2254056,5.0,36.04,7.43,11.2,5.9,2.88,4.33,314872,4086.31
2000,Consistent Volume Builders,DIY & Craft Tutorials,83617,2.6,,5.47,18.6,9.6,2.46,2.01,6556,39.51
1874,Consistent Volume Builders,Food & Cooking,23749,3.5,26.15,5.72,18.1,2.8,2.11,,4136,26.05
991,High-Retention Niche Specialists,Education / Test Prep,61758,1.9 years,57.95,5.4,6.3,12.3,1.62,0.89,5647,15.01
1886,Consistent Volume Builders,Travel,203285,2.1,36.95,5.34,20.3,10.8,1.72,2.83,31978,271.79
2470,Consistent Volume Builders,Lifestyle,139318,3.3,32.15,4.1,19.8,11.4,3.37,2.06,21394,$132.31
1414,Viral Spike Chasers,Tech Reviews,223364,3.0,15.23,9.36,10.3,5.0,3.88,1.82,27111,147.79
1590,Consistent Volume Builders,Personal Finance,45381,2.3,,4.91,14.4,11.3,1.42,4.35,5524,72.08
1850,consistent volume builders,Food & Cooking,80855,0.9,28.32,5.41,25.9,11.6,2.64,,11791,70.5
866,High-Retention Niche Specialists,  Education / Test Prep  ,60331,3.4,53.25,4.46,6.6,11.0,0.2,0.61,10061,18.48
1762,Consistent Volume Builders,Lifestyle,48207,1.9,28.19,3.93,21.0,8.7,0.71,3.01,5207,47.0
1374,Spike Chasers,Health & Fitness Coaching,269978,2.7,16.36,7.69,8.8,4.6,6.77,2.63,52134,411.98
264,Subscriber Giants,Entmt,1148519,5.4,,5.63,8.8,16.2,3.14,4.02,69623,839.4
2451,consistent volume builders,DIY & Craft Tutorials,39258,4.5,32.54,5.98,19.5,14.5,1.71,2.96,6455,57.29
830,High-Retention Niche Specialists,Travel,35586,1.1,51.94,5.65,6.6,17.1,0.55,0.57,1491,2.54
1527, Viral Spike Chasers ,Personal Finance,90657,0.4,16.79,10.31,6.7,6.0,3.1,2.0,4118,24.73
3965,Emerging Dabblers,Health & Fitness Coaching,573,0.5,10.83,4.92,3.2,17.3,5.85,0.56,60,0.1
1393,Viral Spike Chasers,Personal Finance,138883,3.8,27.01,9.08,10.7,5.6,4.8,1.84,7511,41.57
869,High-Retention Niche Specialists,Health & Fitness Coaching,20491,4.8,53.89,5.29,7.3,27.6,0.74,1.09,1376,4.49
1193,Viral Spike Chasers,Gaming,600000,2.1,10.2,4.97,7.5,6.3,4.03,2.62,93600,$736.81
3976,Emerging Dabblers,DIY & Craft Tutorials,448,0.9,9.29,3.93,2.6,3.6,0.86,2.21,51,0.34
1646,Consistent Volume Builders,Entmt,87760,2.3,23.15,5.59,13.3,9.0,0.23,1.99,10074,60.03
3861,emerging dabblers,Health & Fitness Coaching,633,0.3,13.83,1.69,2.7,4.3,1.71,2.15,108,0.7
2,Subscriber Giants,Travel,868908,6.2,40.68,5.51,11.7,7.8,2.64,3.34,51975,$521.49
1418,Viral Spike Chasers,Education / Test Prep,105108,2.8,,10.2,5.3,7.5,8.09,2.04,7824,47.89
2384,Consistent Volume Builders,  Food & Cooking  ,42520,4.9,30.67,3.7,14.0,10.6,2.0,2.47,5940,43.98
3970,Emerging Dabblers,Personal Finance,2014,1.0,,2.67,3.1,13.3,3.3,2.43,360,2.62
3573,Emerging Dabblers,Personal Finance,2455,2.0,20.4,2.88,1.9,8.8,4.58,1.39,267,1.11
2059,Consistent Volume Builders,DIY/Crafts,55199,3.1,28.3,4.56,14.6,10.3,1.98,3.44,10170,104.94
2796,Emerging Dabblers,Entertainment,398,0.6,18.98,3.04,2.5,11.5,7.11,3.02,40,0.36
636,High-Retention Niche Specialists,Education / Test Prep,61766,1.9,54.31,5.31,7.0,14.8,1.52,1.89,6182,35.08
133,Subscriber Giants,Tech Deep-Dive Reviews,2279070,5.7,37.16,5.09,16.3,18.9,1.12,3.18,330050,3144.88
3431,Emerging Dabblers,Health & Fitness Coaching,6451,0.3,16.62,3.24,1.9,4.5,4.24,1.12,647,$2.17
1878,Consistent Volume Builders,TRAVEL,67433,2.6,38.55,5.28,18.9,11.0,1.27,3.12,3411,31.96
2592,Consistent Volume Builders,  Lifestyle  ,34661,1.0,38.23,6.56,15.4,12.2,2.13,2.19,3074,20.21
849,High-Retention Niche Specialists,Food & Cooking,54854,3.2,48.52,3.91,8.7,14.7,1.95,0.57,8519,$14.66
206,Subscriber Giants,Gaming,1537412,6.1,35.6,3.16,5.0,12.4,2.36,4.34,171810,2238.51
2490,Consistent Volume Builders,Food & Cooking,75344,3.6,34.56,5.14,17.6,11.9,3.5,3.57,7178,$76.96
1790,Consistent Volume Builders,Food & Cooking,30578,1.3,27.57,4.96,19.4,9.8,1.39,2.52,5684,42.91
268,Subscriber Giants,Travel,1936016,5.5,40.34,5.49,11.7,14.8,4.06,5.31,356569,5677.25
2089,Consistent Volume Builders,Food & Cooking,61171,0.8,30.39,3.73,16.4,4.0,2.52,2.59,10051,78.18
3271,Emerging Dabblers,Education / Test Prep,7621,1.2,20.28,2.64,0.9,19.1,3.94,1.53,898,4.13
358,High-Retention Niche Specialists,Food & Cooking,40545,2.2,62.35,6.26,5.7,17.7,0.69,1.12,2096,7.07
2173,Consistent Volume Builders,food and cooking,89765,2.3,38.96,5.68,16.7,10.8,1.58,2.14,15672,100.44
3454,Emerging Dabblers,Travel,1865,1.3,8.39,1.24,2.6,23.0,7.84,1.69,292,$1.48
3804,Emerging Dabblers,  Travel  ,255,1.1,15.2,4.05,1.0,4.4,6.63,0.94,42,0.12
2617,Consistent Volume Builders,Gaming,220000,2.9,140.7,4.26,20.8,11.5,1.91,1.79,24720,132.91
282,Subscriber Giants,Gaming,579193,4.8,31.27,8.37,5.3,16.5,2.51,3.44,82430,850.56
2218,Consistent Volume Builders,Tech Deep-Dive Reviews,53547,1.9,31.18,3.37,20.1,11.2,1.37,2.23,6049,40.38
239,Subscriber Giants,Gaming,857761,9.0,40.43,6.04,11.7,17.5,1.94,4.61,165977,"$2,296.64"
1086,Viral Spike Chasers,Entertainment,127708,1.7,24.38,7.3,12.1,5.4,4.87,2.11,18904,119.51
2095,Consistent Volume Builders,Food & Cooking,96353,4.1,,4.78,18.8,9.0,2.19,2.26,14890,100.9
2963,Emerging Dabblers,Food & Cooking,1166,1.0,17.72,2.89,2.3,6.8,6.22,1.65,126,0.62
3800,Emerging Dabblers,Lifestyle,256,0.2,25.34,2.01,1.8,17.1,3.36,2.72,42,0.34
1749,Consistent Volume Builders,DIY,66525,1.9,37.03,3.95,21.6,9.5,2.76,3.16,13257,125.53
638,High-Retention Niche Specialists,DIY & Craft Tutorials,70266,3.6,56.32,4.61,4.5,15.6,0.2,1.06,12962,41.27
2901,Emerging Dabblers,Gaming,2787,1.8,20.19,1.75,1.4,12.0,2.23,1.35,282,1.14
974,High-Retention Niche Specialists,Travel,74323,3.4,54.27,5.41,5.4,29.1,1.33,1.01,6564,19.98
3305,Emerging Dabblers,Tech Deep-Dive Reviews,615,0.5,19.77,2.09,1.4,5.3,2.94,2.16,53,0.34
3340,Emerging Dabblers,Health/Fitness,1241,0.2,14.8,3.84,2.3,12.4,2.37,2.08,70,0.44
2792,Emerging Dabblers,Education / Test Prep,765,1.8,26.53,3.34,3.2,7.4,5.29,1.4,33,0.14
3672,Emerging Dabblers,Personal Finance,1378,0.7,,3.5,2.4,13.4,4.33,2.61,191,1.49
3122,Emerging Dabblers,Personal Finance,1546,1.1,,3.43,3.0,13.0,3.76,1.05,139,0.44
2049,Consistent Volume Builders,DIY & Craft Tutorials,30935,4.4,33.92,3.71,13.2,9.4,1.04,3.2,5913,56.81
716,High-Retention Niche Specialists,Lifestyle,184686,3.3,62.26,4.32,6.7,17.8,0.71,1.28,30617,117.93
2823,Emerging Dabblers,Food & Cooking,2403,2.6,17.42,4.84,0.5,19.0,3.45,2.27,211,$1.44
1815,Consistent Volume Builders,Gaming,51994,3.0 yrs,30.4,3.43,18.2,9.0,1.07,1.99,4899,$29.19
2079,Consistent Volume Builders,  Entertainment  ,40278,2.8,31.41,5.34,15.0,6.7,1.56,3.74,7208,80.91
3696,Emerging Dabblers,Entertainment,259,8 months,16.98,5.18,1.6,8.5,0.96,1.31,30,0.12
3590,Emerging Dabblers,Food & Cooking,2687,1.5,23.9,3.69,0.5,4.0,6.39,1.49,496,2.22
2523,Consistent Volume Builders,Lifestyle,220000,2.3,27.22,4.34,15.0,6.4,0.63,2.63,24725,195.37
1981,Consistent Volume Builders,Travel,48118,2.9,30.47,4.98,16.3,8.7,2.66,1.59,5024,23.95
1297,Spike Chasers,Travel,190518,2.9,,10.6,8.2,4.2,5.41,1.29,23131,89.22
750,High-Retention Niche Specialists,Lifestyle,22194,41 months,49.67,4.53,6.3/month,17.4,1.1,1.0,1605,4.82
2689,CVB,Travel,"52,799",3.3,29.96,4.53,18.7,12.4,2.05,,2217,13.29
2829,Emerging Dabblers,Entertainment,1861,0.9,19.14,5.35,2.1,4.3,2.86,,332,2.14
2390,consistent volume builders,Lifestyle,115806,1.3,35.48,5.46,16.5,7.2,2.25,2.5,7717,57.92
2989,Emerging Dabblers,Health/Fitness,2398,1.0,20.73,3.22,2.3,9.7,4.15,1.08,327,1.06
3719,Emerging Dabblers,Food & Cooking,3867,0.7,15.62,2.62,0.9,10.0,6.75,1.22,386,1.41
126,Subscriber Giants,Gaming,1941725,6.7,33.89,5.12,16.4,7.6,3.14,4.23,267307,3389.53
2360,Consistent Volume Builders,Travel,53125,2.2,33.35,4.63,22.8,7.9,0.75,1.72,9033,46.59
773,High-Retention Niche Specialists,Tech Deep-Dive Reviews,15174,3.4,55.02,6.02,7.2,22.9,0.98,1.24,839,3.13
856,High-Retention Niche Specialists,Education / Test Prep,12543,2.9,47.47,6.91,5.4,13.5,1.42,0.88,2467,6.52
201,Subscriber Giants,Gaming,1920275,7.4,39.15,4.05,12.2,12.8,1.32,2.72,191696,1562.97
1753,CVB,Food & Cooking,116758,2.5,36.51,,13.0,7.7,1.76,2.52,11443,86.66
3512,Emerging Dabblers,Lifestyle,911,0.2,19.54,3.38,2.6,16.0,7.74,1.7,67,0.34
3520,Emerging Dabblers,Gaming,484,1.8,17.46,3.91,2.3,11.1,2.26,,91,$0.34
3566,Emerging Dabblers,Food & Cooking,1665,2.4,22.48,4.08,0.5,11.8,5.92,1.98,233,1.39
1955,Consistent Volume Builders,Education / Test Prep,45713,4.6,,2.97,18.3,9.5,2.83,2.62,4052,$31.82
1159,Viral Spike Chasers,Entertainment,499721,2.9,15.57,7.34,10.7,9.4,3.61,,94860,$624.11
454,High-Retention Niche Specialists,DIY & Craft Tutorials,"55,850",3.5,48.8,7.19,8.2,11.0,1.15,1.17,10667,37.37
397,High-Retention Niche Specialists,Personal Finance,19224,5.0,54.27,7.0,4.9,31.6,1.13,1.91,2384,13.67
882,High-Retention Niche Specialists,personal finance,"70,363",3.6,51.35,4.39,10.8,16.8,0.36,0.9,4058,10.98
2040,Consistent Volume Builders,Entertainment,42868,1.9,31.85,4.39,16.1,11.6,1.17,2.65,8556,68.11
82,Subscriber Giants,Entertainment,1080161,7.6,40.77,5.03,11.2,17.0,3.0,3.78,115495,1308.61
2244,Consistent Volume Builders,Entertainment,128034,4.8,32.61,3.26,22.5,7.5,3.94,3.8,5593,$63.72
1547, Consistent Volume Builders ,Travel,40406,4.6,32.37,3.45,19.5,12.0,2.01,,5945,44.76
3646,Emerging Dabblers,Tech Deep-Dive Reviews,121,1.0,16.93,3.94,2.1,3.4,4.8,1.6,10,0.05
90,Subscriber Giants,Gaming,2044573,7.8,39.59,,10.9,16.6,1.81,3.79,380578,4324.44
3064,Emerging Dabblers,Education,737,1.1,24.23,2.9,1.4,9.1,2.17,1.4,85,0.36
2606,Consistent Volume Builders,Lifestyle,"32,775",2.3,28.62,5.56,17.6/month,10.0,2.18,1.89,3660,20.76
1469,Viral Spike Chasers,Lifestyle,51027,3.3,23.5,7.29,5.4,4.5,3.31,1.17,2330,8.16
1140,Viral Spike Chasers,Health/Fitness,66573,0.8,21.03,8.53,9.4,6.9,2.79,1.02,3835,11.79
769,High-Retention Niche Specialists,Tech Deep-Dive Reviews,73742,1.2,50.22,6.48,7.4,12.3,2.18,1.07,5364,17.26
1835,Consistent Volume Builders,Health & Fitness Coaching,46284,3.1,34.5,4.94,10.3,11.0,1.16,1.86,7328,40.81
183,Subscriber Giants,Tech Deep-Dive Reviews,1248067,8.2,37.31,5.95,13.1,12.9,3.01,4.59,141976,1956.36
2529,Consistent Volume Builders,Food & Cooking,64663,1.8,32.59,5.9,16.1,11.3,1.41,3.11,7428,$69.29
3781,Emerging Dabblers,Food & Cooking,1183,1.1,23.63,4.41,3.9,12.0,4.98,2.03,180,1.09
774,High-Retention Niche Specialists,  Health and Fitness  ,"38,639",2.7,56.1,4.58,5.4,15.2,0.59,1.05,7552,23.72
822,High-Retention Niche Specialists,Personal Finance,23144,4.0,55.91,4.76,6.4,16.8,2.04,0.89,2172,5.77
2846,Emerging Dabblers,Entertainment,1236,2.4,15.84,1.99,2.9,17.3,5.91,1.27,204,0.78
3874,Emerging Dabblers,Lifestyle,590,0.7 yrs,15.5,2.93,2.6,6.8,7.19,1.85,76,0.42
2367,Consistent Volume Builders,Lifestyle,15000,4.9,33.82,5.34,22.8,10.6,1.89,1.82,2717,14.87
1166,Viral Spike Chasers,Lifestyle,169334,3.3,26.47,10.41,10.7,4.4,3.95,2.67,20642,165.33
2484,Consistent Volume Builders,Food & Cooking,42948,3.4,31.61,5.12,19.9,10.8,2.78,2.27,2066,14.1
2179,Consistent Volume Builders,DIY & Craft Tutorials,31321,3.2,29.91,4.22,19.2,8.7,2.53,2.54,4894,$37.30
2514,Consistent Volume Builders,Lifestyle,27523,4.2 yrs,34.78,3.82,11.3,4.5,3.33,,3691,29.12
254,Subscriber Giants,Tech Deep-Dive Reviews,895892,6.7,42.03,5.86,11.6,11.5,2.49,4.45,132352,1768.7
3720,Dabblers,Entertainment,891,25 months,16.06,2.63,0.8,13.2,7.48,1.37,132,$0.54
772,High-Retention Niche Specialists,LIFESTYLE,49304,1.4,54.1,6.35,8.2,18.6,0.92,1.67,2293,11.46
1238,Viral Spike Chasers,Travel,312019,4.0,26.77,8.51,6.2,7.0,6.36,,57278,260.12
3501,Emerging Dabblers,Tech Deep-Dive Reviews,3016,1.2,15.89,3.42,0.5,5.2,2.92,0.68,461,0.94
2136,Consistent Volume Builders,Food & Cooking,42859,2.8,29.8,4.69,17.6/month,16.7,1.92,2.87,3308,28.45
625,High-Retention Niche Specialists,  Personal Finance  ,17268,3.7,55.86,4.63,7.2,14.8,1.4,1.44,1017,4.4
392,High-Retention Niche Specialists,Tech Deep-Dive Reviews,12321,5.0,50.05,4.66,9.1,18.7,1.05,1.48,1525,$6.77
57,Subscriber Giants,Entmt,1349535,8.4,39.61,7.0,17.4,13.0,5.41,4.99,269775,4040.94
1658,Consistent Volume Builders,Travel,33903,0.8,33.19,2.73,15.7,8.2,3.21,2.38,2641,18.84
3924,Emerging Dabblers,Health & Fitness Coaching,313,0.3,,4.27,1.2,25.1,4.05,1.77,42,0.22
283,Subscriber Giants,Gaming,2696681,5.4,32.94,5.85,8.4/month,16.2,3.38,4.48,425031,5711.7
2556,Consistent Volume Builders,Lifestyle,46806,1.6,31.03,4.77,20.2,12.1,2.48,2.87,7855,67.55
3506,Emerging Dabblers,Gaming,150,0.5,22.39,2.24,0.5,6.8,3.99,1.58,23,0.11
3200,Emerging Dabblers,Gaming,4848,0.9,19.14,3.55,0.9,12.9,5.02,1.48,381,1.69
2516,Consistent Volume Builders,Health & Fitness Coaching,"124,176",2.0,27.74,5.36,21.0,9.1,2.03,2.59,9967,77.44
184,Subscriber Giants,DIY/Crafts,2989111,5.5,42.91,4.73,9.0,10.3,1.19,4.77,426857,"$6,103.82"
1589,Consistent Volume Builders,  Travel Vlogs  ,15056,1.8,33.22,4.27,17.3/month,4.0,2.83,2.16,1890,12.27
1443,Viral Spike Chasers,  Lifestyle  ,42963,3.2,20.78,9.51,11.3,2.2,3.2,1.68,3443,17.36
1306,Viral Spike Chasers,Lifestyle,149689,2.6,15.15,5.47,12.6,5.4,6.09,2.23,25225,168.78
420,High-Retention Niche Specialists,Education / Test Prep,27899,1.5,50.19,3.21,7.4,8.9,0.87,1.35,4037,16.37
3368,Emerging Dabblers,Health & Fitness Coaching,814,0.9,,3.61,2.9,4.6,5.23,1.26,55,0.21
3263,Emerging Dabblers,Personal Finance,1051,1.0,25.25,2.35,0.5,10.1,5.26,1.39,206,0.86
3126,Emerging Dabblers,DIY & Craft Tutorials,713,1.2,17.22,2.88,2.7,11.0,1.56,1.39,68,0.28
3549,Emerging Dabblers,entertainment,1832,0.6,23.09,3.46,1.8,16.9,5.19,1.12,134,0.45
1953, Consistent Volume Builders ,diy & crafts,57391,4.7 yrs,30.76,4.1,18.5/month,4.6,2.74,2.74,2566,21.07
766, High-Retention Niche Specialists ,Travel,35980,2.4,56.63,4.22,6.2,25.4,0.27,1.37,3816,15.69
422,High-Retention Niche Specialists,Personal Finance,42415,3.4,48.13,6.08,6.8,13.6,1.02,1.28,6569,25.31
2207,Consistent Volume Builders,Life Style,41951,3.4,25.1,5.08,19.9/month,9.7,3.37,3.09,3285,30.5
1919,Consistent Volume Builders,Lifestyle,84335,40 months,32.27,6.0,12.5,10.0,0.9,2.32,7540,52.58
2031,Consistent Volume Builders,DIY & Craft Tutorials,37527,2.0,32.88,5.02,24.4,4.6,0.91,3.65,2861,31.3
233,Subscriber Giants,Tech Deep-Dive Reviews,1896143,4.9,37.56,,10.8/month,15.8,2.77,4.08,101197,1237.52
2221,Consistent Volume Builders,DIY & Craft Tutorials,28174,5.1,29.42,4.59,20.8,15.1,1.09,3.03,5277,$47.91
1545,Consistent Volume Builders,Food & Cooking,53312,1.6,31.21,5.02,18.3,13.0,2.02,2.55,7844,$60.07
3844,Emerging Dabblers,Health & Fitness Coaching,7035,2.1,15.54,2.0,4.4,23.8,4.5,1.83,1095,6.03
2330,Consistent Volume Builders,Travel,17069,2.1,28.05,6.12,17.8,15.7,1.76,2.18,2939,19.22
3473,Emerging Dabblers,Gaming,3530,1.4,15.29,4.03,1.0,17.7,4.31,1.64,569,2.81
349,High-Retention Niche Specialists,Gaming,71016,3.1,53.96,6.07,6.2,11.6,0.97,1.44,10690,46.09
2116,Consistent Volume Builders,Travel,78520,3.3,35.24,5.49,21.2,10.0,0.42,2.51,9180,69.08
682,High-Retention Niche Specialists,Personal Finance,34451,3.4,52.07,5.76,7.3,14.1,1.01,1.22,5295,19.42
311,Subscriber Giants,Tech Deep-Dive Reviews,3114031,8.2,39.91,6.44,10.8,17.2,3.37,2.81,462377,3897.86
2273,Consistent Volume Builders,Food & Cooking,69865,4.9,,4.6,22.6,10.4,1.53,3.48,6070,63.33
370,High-Retention Niche Specialists,DIY & Craft Tutorials,"24,523",3.2,61.23,5.57,7.1,16.9,1.44,1.14,3443,11.81
2825,Emerging Dabblers,Travel,3335,2.2,14.22,3.16,2.2,16.6,5.93,2.54,525,3.99
3105,Emerging Dabblers,Health & Fitness Coaching,1882,1.1,16.51,2.57,3.6,8.3,5.98,1.91,112,0.64
2854,Emerging Dabblers,Tech Deep-Dive Reviews,908,1.1,17.37,3.18,1.2,14.6,6.86,1.35,39,0.16
3166,Emerging Dabblers,Entertainment,231,0.2,14.28,2.52,1.6,3.6,4.29,1.72,18,0.09
2670,Consistent Volume Builders,Travel,47240,4.0,33.62,6.07,24.5,16.0,1.97,,4035,28.75
2673,Consistent Volume Builders,Tech Deep-Dive Reviews,59366,4.5,30.4,3.74,13.7,6.7,4.01,2.04,4298,26.32
1356,Viral Spike Chasers,Education / Test Prep,333148,2.4,,10.3,11.9,3.3,1.03,2.13,20040,128.33
383,High-Retention Niche Specialists,Health & Fitness Coaching,103635,0.5 years,49.83,6.35,7.5,21.6,1.59,2.05,19355,118.84
1194,Viral Spike Chasers,Gaming,74670,3.4,25.96,8.12,8.4,11.0,5.62,1.7,10248,52.12
1618,Consistent Volume Builders,DIY & Craft Tutorials,87833,1.8,34.93,4.96,19.7,14.7,1.46,3.18,4249,40.56
520,High-Retention Niche Specialists,Lifestyle,30522,2.5,51.58,6.12,6.2,17.7,0.34,1.61,5941,$28.75
2623,Consistent Volume Builders,Travel,38658,3.4,30.46,3.7,19.4,9.5,1.97,2.89,3803,32.94
2350,Consistent Volume Builders,Food & Cooking,142722,4.3,28.61,5.24,12.4,10.3,2.88,1.8,12976,70.04
39,Subscriber Giants,Gaming,983670,6.4,40.36,5.11,9.0,8.7,4.08,3.68,62833,692.86
3332,Emerging Dabblers,Gaming,1790,0.2,,3.17,1.6,18.4,7.16,2.43,172,1.25
2312,Consistent Volume Builders,Travel,35593,2.5,30.82,4.98,17.0,8.9,1.86,2.7,3939,31.91
2782,Emerging Dabblers,Education / Test Prep,4329,1.2,18.09,3.06,0.5,8.5,2.57,0.96,601,1.73
620,High-Retention Niche Specialists,Gaming,43195,1.5,49.7,4.22,5.8,15.7,0.51,1.35,6872,27.74
3047,Emerging Dabblers,Travel,7429,1.8,21.7,2.52,3.0,6.5,4.89,1.48,768,3.4
3557,Emerging Dabblers,DIY & Craft Tutorials,3211,0.2,21.48,0.86,2.6,9.1,7.51,,532,4.36
1308,Viral Spike Chasers,Lifestyle,207931,2.7,19.37,9.5,7.9,8.8,3.8,2.49,21010,156.75
3034,Emerging Dabblers,Entertainment,524,1.2,23.12,2.04,3.2,8.2,6.1,1.74,83,0.43
606,High-Retention Niche Specialists,Edu / Test Prep,75015,3.8,52.26,6.85,5.9,18.9,1.22,0.66,9297,18.5
2756,Emerging Dabblers,technology reviews,767,0.8,16.64,2.0,1.5,6.1,6.13,2.45,41,0.3
1202,Viral Spike Chasers,Gaming,205311,2.7,23.31,9.03,9.6,12.6,2.8,1.96,16939,99.83
2045,Consistent Volume Builders,Travel Vlogs,36714,2.3,30.34,4.95,23.2,11.0,2.94,2.97,4829,43.03
3750,Emerging Dabblers,Travel,1740,0.7,24.18,3.44,1.8,16.0,4.75,1.86,82,0.46
3616,Emerging Dabblers,  Education / Test Prep  ,1544,0.2,16.78,3.52,1.6,14.6,3.27,1.87,229,1.29
3679,Emerging Dabblers,Lifestyle,389,2.1,19.81,4.82,0.5,15.7,5.43,2.08,25,0.16
